"","State","County","Presence.of.Water.Violation","Population","Deaths","Premature_Death_Rate","Self_Reported_Poor_health","Average.Number.of.Physically.Unhealthy.Days","Average.Number.of.Mentally.Unhealthy.Days","Low_Birthweight_percentage","Percentage_Smokers","Percentage_Adults_with_Obesity","Food.Environment.Index","Percentage_Physically_Inactive","Percentage__With.Access.to.Exercise.Opportunities","Percentage_Excessive.Drinking","Percentage_Driving.Deaths.with.Alcohol.Involvement","Chlamydia.Rate","Teen.Birth.Rate","Percentage_Uninsured","Primary.Care.Physicians.Ratio","Dentist.Ratio","Mental.Health.Provider.Ratio","Preventable.Hospitalization.Rate","Percentage_With.Annual.Mammogram","Percentage_Vaccinated","High.School.Graduation.Rate","Percentage_Some.College","Percentage_Unemployed","Percentage_Children.in.Poverty","Percentage_Single.Parent.Households","Social.Association.Rate","Violent.Crime.Rate","Injury.Death.Rate","Average.Daily.PM2.5","Percentage_.Severe.Housing.Problems","Percentage_.Drive.Alone.to.Work","Percentage_Long.Commute...Drives.Alone","Life.Expectancy","Age.Adjusted.Death.Rate","Child.Mortality.Rate","Infant.Mortality.Rate","Percentage_Frequent.Physical.Distress","Percentage_Frequent.Mental.Distress","Percentage_Adults.with.Diabetes","HIV.Prevalence.Rate","Percentage_Food.Insecure","Percentage_.Limited.Access.to.Healthy.Foods","Drug.Overdose.Mortality.Rate","Motor.Vehicle.Mortality.Rate","Percentage_Insufficient.Sleep","Other.Primary.Care.Provider.Rate","Percentage_Disconnected.Youth","Average.Grade.Performance","Median.Household.Income","Percentage_.Enrolled.in.Free.or.Reduced.Lunch","Homicide.Rate","Suicide.Rate..Age.Adjusted.","Firearm.Fatalities.Rate","Average.Traffic.Volume.per.Meter.of.Major.Roadways","Percentage_Homeowners","Percentage_Housing.Cost.Burden","Percentage_less.than.18.years.of.age","Percentage_.65.and.over","Percentage_.Not.Proficient.in.English","Percentage_Female","Percentage_Rural","standardized_deaths"
"56","Michigan","Montcalm","No",63209,889,7647,15.86811844,4.163103964,4.367244185,6.954626511,19.66211771,35.9,8,25,66,20.19540235,22.03389831,295.8,28.54560518,6.996734056,2444,2132,508,3878,45,31,87.23404255,53.96908567,4.228418909,19.9,35,12.58851298,377,81.24427022,10,14.05335068,83,44.8,77.83561493,379.0495651,52.41822757,4.844570044,12.49106578,13.69160923,12.7,92.5,12.7,3.766998914,19.42338786,18.52973344,33.23250696,100,10.99081365,2.854438077,50396,58.84426306,8.163662170125,17.18203437,12.32889704,23.49522637,78.19115357,11.14060664,22.23142821,17.50093797,0.362312763,48.26632066,84.61842064,1.37410869565217
"57","Michigan","Montmorency","No",9261,222,10297,14.50880831,4.030246512,4.340643551,7.581967213,16.62248436,35.7,7.9,21,72,17.22843346,80,173,27.95248078,7.399103139,1156,2316,772,4147,42,32,92.59259259,47.25274725,8.626934475,32.2,35,11.89189189,81,108.115121,7.2,12.5,84,40.3,75.59201306,491.1138591,66.2031695142982,7.1221216307125,12.04168885,13.57452545,19.9,72.6,14.4,1.078585911,22.0328776529143,18.44082799,33.00201217,140,11.0378275771963,2.824126942,40650,63.13253012,8.163662170125,24.57081481,14.642515601938,12.90897714,85.93563766,11.58206013,15.00269833,32.29357798,0.134408602,49.03399892,100,0
"58","Michigan","Muskegon","No",173043,2507,8557,16.1215318,4.235009687,4.427024837,9.75209998,19.7675499,35.5,6.5,24,77,19.75504711,14.28571429,796.8,32.27979275,5.507238064,1639,1484,476,3412,49,52,89.94285714,59.06611339,4.548826027,21.9,40,10.76612184,440,84.65933568,10.3,14.88099823,84,23.3,77.01248032,404.5450174,62.38380245,7.939223872,12.79818656,13.86136097,12.3,129.7,14.5,16.95999555,24.39075917,11.43318258,37.30788022,130,7.290217895,2.826990701,49960,61.55971642,6.130837033,16.34214699,12.9356693,225.4582991,74.54548225,11.35679809,23.09030578,17.00808812,0.334960932,50.31914649,23.31463284,9.43013623978202
"59","Michigan","Newaygo","No",48142,658,7126,16.82218948,4.207069694,4.32809744,7.34284205,19.06539037,34.7,8.3,26,79,18.9041106,21.95121951,279.8,27.48373313,7.244388059,2539,1746,537,3490,46,33,84.80565371,53.44599698,4.337204817,23,28,13.88831309,306,84.67541093,9.6,14.8409894,79,42.3,78.19061777,351.5387081,36.56474245,5.514705882,12.63298505,13.61168724,9.9,69.6,11.9,2.299191048,11.71831918,21.96627879,36.14547667,87,7.613535174,2.747147539,48860,62.58512485,8.163662170125,16.26694456,12.45226631,21.28492998,82.35386963,12.30025003,22.54765606,19.1381003,0.778098618,49.80364886,83.84028064,0
"60","Michigan","Oakland","No",1250843,13124,5874,12.03386529,3.101583749,3.515100548,8.243284965,12.30826608,24.7,8.2,19,94,20.07042342,25.82582583,332.3,9.809100107,4.921746964,717,929,291,5392,43,50,90.48546491,81.43446784,3.348843589,9.6,24,8.050615748,178,54.66638029,11.1,13.91615079,86,42.3,80.23523501,285.9557899,42.68136303,5.949598402,9.264514242,10.97420548,8.8,183.8,10.9,5.209556223,13.55884526,4.915687328,32.30429587,129,5.133227572,3.111510279,80319,32.93871372,3.384571603,12.02397935,8.421317386,830.4403212,70.79060767,12.01788754,20.96813773,16.79850953,1.868834853,50.99320919,4.786661588,136.305668174767
"61","Michigan","Oceana","No",26417,365,7446,17.27502276,4.441660609,4.608187308,8.271787297,18.41723424,30.7,8.3,26,89,18.65353439,38.46153846,249.6,34.1068917,9.186186911,1763,3328,2958,3179,47,33,83.40807175,47.85502959,6.1014772,23.3,34,9.454655472,469,70.76548471,9,15.6296665,78,29.2,78.62866214,353.1077177,57.21525195,7.1221216307125,13.42016363,14.35203517,14.1,31.9,11.8,2.004120643,16.43613928,13.04525071,36.95638428,71,11.0378275771963,2.800995363,50374,74.67675812,8.163662170125,17.12265296,8.370111094,9.478079091,81.45121591,10.97085386,22.83568075,20.57840376,2.896512936,49.32957747,89.89085435,0.943464285714286
"62","Michigan","Ogemaw","No",20928,444,9994,15.47208457,4.185596941,4.527248144,6.809487376,19.05592199,38.7,8,31,68,18.25757697,30.43478261,238.3,22.89696366,7.335882315,2623,2619,1232,5062,42,34,90.71428571,58.36032893,7.005038712,26.6,38,11.43892093,399,113.5355347,7.9,14.80686695,82,24.3,74.98781436,471.5434887,71.04107466,7.1221216307125,12.67693104,14.31756869,16.6,49.4,14.2,0.021289283,23.87128603,16.95099129,35.39318137,114,11.0378275771963,3.100059041,41201,56.95852535,8.163662170125,26.81752208,18.12752235,16.46212202,81.79862306,12.45384357,18.51851852,25.84001527,0.185,50.17659412,100,0
"63","Michigan","Osceola","No",23232,335,7847,16.69793066,4.295906873,4.595297903,7.220412595,19.22127378,40.3,7.5,20,50,17.94535475,54.54545455,305.2,27.71272443,8.033486722,3323,11671,729,4513,45,34,86.36363636,48.68792895,4.437706726,25.2,34,15.90713672,286,79.35275751,8.2,13.68004522,79,31.3,77.98223164,364.254488,80.53436923,7.1221216307125,13.0104497,14.60518029,11.1,71.8,14,5.983236727,21.51740758,16.61814578,36.23021237,72,13.78737542,2.764757907,45607,62.00777832,8.163662170125,18.24249299,13.80047957,22.83746045,81.65934066,10.82568807,22.316953,21.19446468,0.341561162,49.56514288,100,0
"64","Michigan","Oscoda","No",8277,192,11248,15.43762861,4.150690316,4.43882827,9.268292683,17.33866018,38.7,8.1,28,91,17.30792212,57.14285714,313.7,33.22259136,8.995327103,4144,4138,2069,4024,37,25,89.83050848,53.80747126,6.418010753,28.2,33,13.27380234,267,115.8049651,7.4,15.98360656,81,27.9,74.52124208,528.6392019,66.2031695142982,7.1221216307125,12.49529567,13.96695249,19.3,217.902222222222,13.8,0.731901089,22.0328776529143,18.82916809,34.63649324,48,21.28279883,2.82720933,38927,72.53012048,8.163662170125,46.62869414,14.642515601938,26.12931236,84.25732218,13.43445287,19.45384244,27.21121315,0.419740524,48.74335428,100,1.6554
"65","Michigan","Otsego","No",24397,360,8585,14.58200705,4.069847219,4.445302561,6.705539359,17.57540031,27.4,8,26,89,20.05892478,22.72727273,334.2,25.16327315,6.035153212,1291,1451,404,4058,43,34,86.08058608,66.97892272,5.231353591,16.3,34,11.00334176,256,76.17705842,7.2,10.65239552,81,19.3,77.92529975,385.5382737,57.43825388,7.1221216307125,11.94858808,13.45503257,12,82,12.4,3.817995046,33.9337342,8.811452539,34.22712838,133,11.0378275771963,3.048306786,51292,51.58943966,8.163662170125,18.81203308,11.46751417,101.8389351,79.02083755,8.387362355,21.11899453,21.13521184,0.082286704,50.42367728,65.659659,2.26363917525773
"66","Michigan","Ottawa","Yes",284034,2099,4600,12.04767911,3.666600726,3.912105532,6.023628838,13.63563216,27.2,8.3,21,89,21.78830561,30.08849558,325.4,10.80802279,5.155142516,1499,1761,571,3286,47,53,92.52217998,70.22452556,2.815722575,5.7,21,11.62778517,243,54.75584545,11.4,11.90561499,83,23.9,81.79984672,226.8033332,41.13207003,4.917619368,10.76786944,11.96715399,8,51.7,8.4,9.308406646,13.6184755,7.51082939,32.23592522,55,2.837493387,3.366013456,70420,36.20455243,1.277351937,9.433605238,4.663078451,159.4049959,78.35570967,9.003521939,24.02700228,14.9717378,1.828051169,50.57935792,20.31569251,13.908881443299
"67","Michigan","Presque Isle","No",12797,206,9050,14.55833662,4.049573638,4.241242393,6.550218341,16.00851033,33.3,7.4,26,72,16.49442141,57.14285714,203.3,18.51054671,7.572129091,6396,3185,6369,3629,47,40,93.85964912,61.05722599,7.95854517,23.2,26,17.98139317,93,88.87364351,7.2,9.137055838,80,35.9,77.39463637,362.3129767,133.7711298,7.1221216307125,12.04044061,13.39252916,15.2,217.902222222222,13.7,8.05298922,22.0328776529143,12.17797558,32.14783635,86,8.0078125,3.099715543,45502,61.42958245,8.163662170125,23.19524755,15.59186728,19.0343076,88.72245179,8.915834522,16.01507301,31.40995447,0.690607735,50.27476841,80.86124402,0
"68","Michigan","Roscommon","No",23877,562,10353,15.75084245,4.221483392,4.512376945,7.381974249,17.27128562,34.2,6.8,33,99,15.71424042,35.29411765,230.2,29.23644621,7.475405727,2390,2388,1327,3924,45,35,81.1827957,58.8518024,7.780906066,33.3,39,12.9734254,312,87.98980994,7.7,15.68973116,78,26.7,75.31948372,475.4544903,66.2031695142982,7.1221216307125,12.7393605,14.29327427,13.9,65.6,15.2,11.41956298,32.17728284,14.33246542,35.05253752,104,11.0378275771963,2.600881231,38613,72.29869236,8.163662170125,22.00178355,13.40797104,5.609331164,82.50298193,13.25686348,14.71277843,32.54479987,0.290975419,49.93719645,66.05178126,0
"69","Michigan","Saginaw","Yes",192778,2894,8880,17.69009095,4.418451202,4.668459862,9.529569037,18.20973383,37.3,7,26,71,19.02485918,31.57894737,695.6,26.69747144,6.080125897,1215,1353,378,6526,49,47,84.86809358,64.91698394,4.78071135,23.9,41,12.03538716,634,83.35245007,10,14.76966508,83,24.1,76.93168727,412.9953998,69.98280595,8.202057024,13.10686991,14.17866745,10.6,151.4,14.7,10.39097632,22.60633673,10.82255863,38.21241393,127,9.939404902,2.836074103,48805,57.89434853,11.04342717,12.20836326,13.80557392,343.0220948,71.56952497,13.19211848,21.34538784,19.27830189,0.726710603,51.42872117,31.11820512,20.2795614702155
"70","Michigan","St. Clair","No",159566,2446,8208,15.02856469,4.00065694,4.257104409,7.619752173,18.14869619,33.5,7.3,26,73,20.23280409,18.3908046,286.8,21.18264985,5.924157802,2097,1732,410,5988,36,46,91.68886521,64.35679955,4.744120985,19.6,32,9.099466583,319,87.19324202,11,14.30342476,84,42.3,77.06592104,396.3211295,40.61378506,5.424954792,11.66161434,12.97926594,9.9,217.902222222222,11.7,13.19985075,41.60794858,11.07795665,32.0767478,72,8.18378516,3.064242024,56557,44.97394205,2.144120643,16.8469201,10.52332231,127.9164524,76.78111257,11.65461708,20.79303614,18.84182582,0.322180263,50.29089289,38.64573111,5.59135135135135
"71","Michigan","St. Joseph","Yes",60897,911,8115,16.83913462,4.126472648,4.390392948,7.57959479,18.46893804,33.5,8.1,32,59,20.69456785,27.27272727,297,36.10616845,8.150552375,3386,3052,587,4508,43,43,92.35127479,50.92154509,3.732135277,17.9,31,12.79800482,301,82.34719019,12.6,14.54741379,76,29.9,76.79904231,403.3965069,61.30903066,6.239971474,12.15873162,13.48995495,14.2,217.902222222222,11.6,4.836458378,15.86060172,17.5822321,36.33389863,50,9.347496206,2.938542995,52689,58.10368987,8.163662170125,19.42639436,11.15459947,71.68670169,74.16534843,10.34865835,24.42049047,17.99223498,1.492983505,50.12368331,54.42695163,0
"72","Michigan","Sanilac","Yes",41376,638,7805,14.3470916,4.104310622,4.250898202,6.828938472,17.89733922,32.6,8.2,27,39,18.35476022,28.125,227.8,20.48866002,7.488604298,3439,3432,654,5439,39,40,87.11656442,54.88361212,5.127943205,22,29,9.69250527,264,69.10816636,9.8,12.55924171,79,37.8,77.1998325,381.7975872,52.93806247,7.1221216307125,12.05017022,13.30763598,12.8,56.9,12.2,2.375467761,18.5693525,14.43234495,35.02783485,58,10.24457776,3.083977575,46184,57.43318931,8.163662170125,13.11226449,11.11529949,80.89965764,79.79509867,10.61865754,21.40498276,21.41469574,0.571006143,50.10927104,90.19807951,5.70775
"73","Michigan","Schoolcraft","No",8069,130,5627,17.1559508,4.449992645,4.76205393,8.936170213,18.77069698,28.9,6.9,26,75,16.95318081,20,335.4,29.88047809,8.405945669,1150,1614,448,3168,50,12,96.77419355,49.88978692,7.144966047,22,41,6.211951795,346.841379310345,69.20073155,6.6,13.70481928,78,20.6,78.81946738,318.9217346,66.2031695142982,7.1221216307125,13.47441469,14.90367804,16.8,217.902222222222,15.7,10.26468561,22.0328776529143,16.8935218118511,34.88347661,99,11.0378275771963,3.106388395,44887,64.79400749,8.163662170125,16.8593408920752,14.642515601938,44.20043666,82.36347359,10.73533975,16.98066435,26.7972236,0.025829782,50.66931086,58.96287566,11.1740896358543
"74","Michigan","Shiawassee","No",68493,969,7269,15.16796275,4.200574475,4.449670239,7.476448186,17.8803876,38.1,7.8,29,69,19.69745103,42.85714286,306.8,20.46477224,5.703374106,2139,2435,656,4251,46,51,89.0052356,65.47725245,4.319628367,15.3,31,11.68804605,264,75.85836659,10.3,11.68122271,82,42,77.56035051,365.8422379,59.32102846,5.426045016,12.11339689,13.23852649,12.1,68.4,11.7,7.939921474,22.41802799,13.30904433,37.71226537,63,9.533678757,2.89247152815038,54149,48.50052613,8.163662170125,18.4424945,11.37875499,21.62607109,75.33614506,8.795594811,21.1520413,18.36432426,0.092455621,50.57191459,54.97537085,0.936876923076923
"75","Michigan","Tuscola","No",53250,828,7597,15.40356667,3.978094468,4.328292974,6.44662197,18.19131657,30.6,8.2,30,60,19.20093027,39.58333333,272.9,22.55639098,5.954692557,3104,2918,375,5184,43,41,85.66666667,55.3898594,5.465213747,17.8,26,12.50852854,273,78.83030838,9.7,13.583411,81,41.6,77.54279576,388.534166,52.1530124,7.1221216307125,12.03202401,13.5680333,7.6,21.9,12.5,1.34051587,14.50024587,17.31855483,36.06334432,72,9.00233827,2.843333693,51113,58.67567568,8.163662170125,16.15504352,9.384560521,15.19402151,82.11774438,11.81627597,20.43567675,20.25097113,0.286822012,49.75816894,84.16084983,6.75559701492537
"76","Michigan","Van Buren","Yes",75272,1106,7781,16.21358561,4.190952563,4.300398187,7.097612474,18.45721968,33.6,8.4,28,65,18.56659195,38.02816901,378.2,29.29094481,8.226024387,1983,2515,786,2884,43,40,83.66071429,58.17319099,4.837308371,23.2,31,9.820445105,348,77.06617061,11.8,14.18340611,80,33,77.28522895,385.0783772,54.78528383,5.757236527,12.65439506,13.71186551,15.2,81.4,11.7,1.484305387,20.35182105,16.88135066,34.94197569,63,9.251533742,2.89247152815038,57363,53.48837209,2.08645907,17.31960772,10.89556205,51.48420088,77.25847034,10.2776494,23.21864065,18.11446294,1.834200701,50.36183862,70.85945081,3.42145454545455
"77","Michigan","Washtenaw","No",365961,2914,5155,11.91546576,3.537532888,3.960419148,7.590862705,12.13139277,24.5,7.7,15,90,21.05283623,30.20134228,456.2,6.545157038,4.587450684,578,565,189,3603,45,56,91.23563218,85.81243742,3.045920019,12.6,25,10.03734764,303,55.85323792,11,17.2387683,72,33.8,81.41038207,251.2823931,44.51360741,5.207529702,10.35078465,12.22386792,6.9,171.9,13.2,6.034895683,20.4840211,6.655471213,30.52173269,305,3.366899575,3.082457122,72267,32.60043018,2.654265305,9.953165488,6.321970828,587.0380142,60.71036303,15.72159493,18.58190709,13.84962921,1.535616289,50.37699178,16.44648497,25.0785456852792
"78","Michigan","Wayne","No",1761382,29275,10587,19.13628497,4.387846922,4.497145374,10.69868862,21.05552973,34.7,6.7,27,95,17.38792943,26.96629214,891.6,29.35963704,6.806399381,1426,1438,339,7684,39,44,86.48112564,61.06128051,5.22866932,32.4,48,7.259285955,1016,95.01180615,11.4,20.50611733,81,36.1,75.31450717,493.4857144,74.95678329,9.56519021,13.78723352,14.62905095,11.7,457.1,19.5,4.330935207,41.94507193,8.559638736,41.50718314,83,10.2481592,2.565833372,46440,65.1683593,18.65790695,12.00051061,20.92013519,1337.38708,62.01227632,17.7591781,23.61723321,15.42591253,2.597348945,51.84375558,0.695600972,204.349546556017
"79","Michigan","Wexford","No",33111,482,7584,16.79754517,4.360450812,4.49366925,6.921675774,19.45162405,36.3,7.9,30,89,19.59350376,16.21621622,288.5,33.18250377,6.846853592,1147,1339,413,3455,45,46,81.92771084,59.75887475,4.659352567,19.7,38,12.32119245,419,85.64845531,7.7,14.64354528,80,26.2,77.86172907,374.6138401,61.06575818,7.818052594,13.07309041,14.16931258,13.3,61.8,13.2,4.024387112,17.01616536,19.47655672,35.09986997,95,7.459677419,3.183910057,46396,62.29195562,8.163662170125,19.27427566,9.650530176,104.2653725,76.36558646,11.33711763,23.19070101,19.08802964,0.212089077,49.90139246,64.28898732,6.02018181818182
"80","Louisiana","Acadia","Yes",2.42935686,1027,9742,21,4.8,5,10,22,38,7.8,35,43,20,27,576.8,47,11,2721,2392,1382,7073,47,48,91,44,5.4,35,33,8,443,78,9.4,12,84,37,75.4,490,53,5,15,16,11,220,15,1,11,20,32,91.8354430379747,16,3,40484,46,11,16,20,64,71,10,25.8,15.3,1,51.2,51.7,4.52794736842105
"81","Louisiana","Allen","Yes",3.507267838,433,9683,21,4.6,4.9,9,22,37,7.3,41,73,21,23,398.1,53,9,5124,3658,985,7589,33,37,92,45,5.6,23,38,10.5,124,87,9.2,11,86,36,74.9,504,70,7.1221216307125,14,15,19,814,13,12,14,27,36,91.8354430379747,14,3.3,44395,50,6,16,16,52,74,7,22,15,2,43.3,69.4,2.5661
"82","Louisiana","Ascension","Yes",5.735459167,1263,6933,17,4.1,4.3,9,18,33,8.1,31,73,24,33,457.9,24,7,2509,3197,982,4112,45,46,88,68,4.1,14,31,5.7,337,69,10,11,87,51,78.7,329,52,6,12,13,13,240,10,8,25,18,38,91.8354430379747,9,3.1,77758,34,6,15,15,119,80,9,26.8,11.8,1,50.6,13.2,8.36898992805755
"83","Louisiana","Assumption","No",10.03786211,336,8969,22,4.7,5,11,21,42,6.7,34,35,19,30,412.9,29,10,7509,7433,3717,5806,40,46,90,38,6.7,29,46,5.3,319,80,9.3,10,86,50,77.6,411,75,7.1221216307125,14,15,16,141,15,14,19,24,36,91.8354430379747,11.0378275771963,2.8,48120,70,8.163662170125,11,15,27,77,8,21.5,18,1,51.5,45,1.09585087719298
"84","Louisiana","Avoyelles","No",1.834548212,776,11512,24,5.2,5.3,12,23,45,6.6,36,24,19,39,756.5,58,10,3725,4046,586,6979,35,37,79,42,5.7,37,44,10,584,101,9.2,14,86,38,73.8,547,85,8,16,16,13,495,17,9,18,20,38,91.8354430379747,22,2.6,37731,58,7,21,24,18,70,13,23.6,16.9,0,49.6,63.8,3.81565333333333
"85","Louisiana","Beauregard","Yes",1.251053877,661,10539,20,4.7,5,10,21,36,7.2,28,15,20,32,376.4,44,10,2462,4139,1380,7519,33,42,95,53,5.3,19,32,13.8,109,76,9.4,12,83,49,74.4,513,93,7.1221216307125,14,15,14,151,12,14,22.0328776529143,19,34,91.8354430379747,16,2.9,57005,52,6,12,15,72,78,9,24.6,15.8,0,49.3,66.5,3.19730434782609
"86","Louisiana","Bienville","Yes",5.706760316,286,11198,24,5,5.2,15,22,45,6.1,26,21,16,18,953.2,45,9,6819,4436,283,6227,37,40,90,43,5.8,36,53,16.1,410,69,9.7,11,86,55,74.4,565,66.2031695142982,7.1221216307125,16,16,24,286,19,12,22.0328776529143,16,37,91.8354430379747,11.0378275771963,2.8,34047,64,8.163662170125,16.8593408920752,14.642515601938,42,73,12,22.4,20.9,0,52.1,79.8,3.50461538461538
"87","Louisiana","Bossier","Yes",2.473618698,1528,7404,19,4.3,4.8,10,19,31,7.5,27,76,20,21,705.9,30,9,2321,1843,445,5801,41,48,83,68,4.3,20,37,7.4,480,58,10.3,15,87,23,77.9,375,73,6,13,14,12,205,13,8,11,13,37,91.8354430379747,14,3,56754,38,6,14,14,196,62,12,24.8,14.3,1,50.5,24.3,8.48958653846154
"88","Louisiana","Caddo","Yes",7.106590809,4324,10847,23,4.9,5.2,14,22,40,5.8,31,85,17,39,1103.9,44,9,874,1285,148,6451,42,44,74,57,5.5,36,53,12.1,688,83,10.3,17,86,19,74.9,510,87,11,15,16,13,560,20,14,12,16,36,91.8354430379747,12,2.7,40467,53,15,14,26,278,59,18,23.7,17.1,0,52.7,14.4,18.715021529745
"89","Louisiana","Calcasieu","Yes",2.477745252,3293,9983,19,4.4,4.6,10,20,35,7.3,30,75,19,38,590.8,43,9,1306,1736,390,4614,44,45,84,58,3.8,21,40,10.9,626,77,9.5,13,86,19,75.1,489,69,8,13,14,11,393,14,9,13,16,38,91.8354430379747,9,2.9,50531,46,7,18,16,183,67,12,24.9,14.8,1,51.1,20.5,15.3365241935484
